np_id	pref_name	iupac_name	chembl_id	pubchem_cid	num_of_organism	num_of_target	num_of_activity	if_has_Quantity
NPC100654	DNDMJAIRLNWSHS-IXKFYTSVSA-N	n.a.	n.a.	n.a.	3	0	0	No
NPC100655	GMNAPBAUIVITMI-QJKZJIHWSA-N	n.a.	n.a.	n.a.	1	0	0	No
NPC100665	LWBHKKLWSUFUNZ-UHFFFAOYSA-N	n.a.	n.a.	320054	8	0	0	No
NPC10067	BAHUBXAYVOCLNA-FNYRBRLGSA-N	n.a.	n.a.	10362168	1	0	0	No
NPC100672	VBKOVNPWBRQAGF-MOTRRSQXSA-N	n.a.	n.a.	n.a.	8	0	0	No
NPC100675	Hydroxymatairesinol	(3R,4R)-4-[(S)-hydroxy-(4-hydroxy-3-methoxyphenyl)methyl]-3-[(4-hydroxy-3-methoxyphenyl)methyl]oxolan-2-one	CHEMBL513565	10948757	30	2	4	No
NPC100677	QOPUSVUZHPIYER-UHFFFAOYSA-N	n.a.	n.a.	45360274	1	0	0	No
NPC10068	IJBFSOLHRKELLR-FPLPWBNLSA-N	n.a.	n.a.	5312378	2	1	1	No
NPC100684	QMQIQBOGXYYATH-WKYXLUFYSA-N	n.a.	n.a.	n.a.	49	0	0	No
NPC100691	WNSFSDRSFORRFL-USQQAUEYSA-N	n.a.	n.a.	n.a.	3	0	0	No
NPC100697	Rel-Alpha-Bisabolol Beta-D-Fucopyranoside	(2R,3R,4S,5R,6S)-2-methyl-6-[(2S)-6-methyl-2-[(1S)-4-methylcyclohex-3-en-1-yl]hept-5-en-2-yl]oxyoxane-3,4,5-triol	CHEMBL2023564	57384017	5	2	2	No
NPC100702	LJCSNXYUPAISEK-CHGYTONISA-N	n.a.	n.a.	n.a.	48	0	0	No
NPC100712	SPBQVEOEFQCPDM-YMWLQJPLSA-N	n.a.	n.a.	53355896	1	0	0	No
NPC100719	Perillic Acid (-)	(4R)-4-prop-1-en-2-ylcyclohexene-1-carboxylic acid	CHEMBL3039223	5702197	2	3	3	No
NPC100720	KSVVGBSBNPMXJF-RECXWPGBSA-N	n.a.	n.a.	189922	10	1	1	No
NPC100726	Makaluvamine A	n.a.	CHEMBL449905	4002	2	5	5	No
NPC100734	Methyl (1S,15R,17S,18S,19R,20R)-6,18-Dimethoxy-17-(3,4,5-Trimethoxybenzoyl)Oxy-1,3,11,12,14,15,16,17,18,19,20,21-Dodecahydroyohimban-19-Carboxylate	methyl (1S,15R,17S,18S,19R,20R)-6,18-dimethoxy-17-(3,4,5-trimethoxybenzoyl)oxy-1,3,11,12,14,15,16,17,18,19,20,21-dodecahydroyohimban-19-carboxylate	CHEMBL1396912	6604180	2	14	17	No
NPC100738	YPOUKZJOAMKOEN-UHFFFAOYSA-N	n.a.	n.a.	11685925	1	0	0	No
NPC100739	GRUOWKYRKACQKC-JKMWFJKESA-N	n.a.	n.a.	n.a.	41	0	0	No
NPC100742	Tartaric Acid	(2S,3S)-2,3-dihydroxybutanedioic acid	CHEMBL1200861	439655	19	8	13	No
NPC100744	PTNLHDGQWUGONS-UPHRSURJSA-N	n.a.	n.a.	12641150	2	0	0	No
NPC100746	DGNAEYFEAUVDAJ-KPQHJCPYSA-N	n.a.	n.a.	5320632	3	0	0	No
NPC100749	FEWJPZIEWOKRBE-LWMBPPNESA-L	n.a.	n.a.	5460284	8	0	0	No
NPC100759	OBYWPUMYSJSSFH-YCCBJEBWSA-N	n.a.	n.a.	101281331	2	0	0	No
NPC100767	8-(4-Hydroxy-4-Methyl-3-Oxopentyl)-7-Methyl-3-Propan-2-Ylnaphthalene-1,2-Dione	8-(4-hydroxy-4-methyl-3-oxopentyl)-7-methyl-3-propan-2-ylnaphthalene-1,2-dione	CHEMBL453563	10381845	4	3	3	No
NPC10077	CJHYXUPCGHKJOO-AYOTXDKCSA-N	n.a.	n.a.	6857683	2	0	0	No
NPC100773	WEDGVCZUPFZNDE-UHFFFAOYSA-N	n.a.	n.a.	177751	86	0	0	No
NPC100774	HAIWUXASLYEWLM-OVHBTUCOSA-N	n.a.	n.a.	n.a.	4	0	0	No
NPC10078	OVXAYHNZXBOVPV-OBCWZRDOSA-N	n.a.	n.a.	10868244	26	0	0	No
NPC100782	CTDWCSXKZOYMNH-HYXBNKDZSA-N	n.a.	n.a.	6325579	1	0	0	No
NPC100784	ZYCNQWOKCMJKEZ-UHFFFAOYSA-N	n.a.	n.a.	5318230	2	0	0	No
NPC1008	1,4-Dimethylnaphthalene	1,4-dimethylnaphthalene	CHEMBL362076	11304	1	3	4	No
NPC10080	3,13-Diacetyl-11-(3-Methylbutanoyl)Ilikonapyrone	[(E,2R,3R,4R,5R,8R)-5-acetyloxy-2-[6-[(2S,3S)-3-acetyloxypentan-2-yl]-3,5-dimethyl-4-oxopyran-2-yl]-8-(6-ethyl-3,5-dimethyl-4-oxopyran-2-yl)-4,6-dimethylnon-6-en-3-yl] 3-methylbutanoate	CHEMBL3087308	72946415	1	5	6	No
NPC100805	DZRRTODRIPCTQN-PRCCOXIXSA-N	n.a.	n.a.	n.a.	1	0	0	No
NPC100808	STNJBCKSHOAVAJ-UHFFFAOYSA-N	n.a.	n.a.	6562	4	1	1	No
NPC100809	Perillaldehyde	4-prop-1-en-2-ylcyclohexene-1-carbaldehyde	CHEMBL469537	16441	34	6	8	Yes
NPC10081	(7E,13E,17E)-18-Bromooctadeca-7,13,17-Trien-5,15-Diynoic Acid	(7E,13E,17E)-18-bromooctadeca-7,13,17-trien-5,15-diynoic acid	CHEMBL476873	23427353	1	1	1	No
NPC100810	RAGVUCIHXGJGEQ-QIRZIZBZSA-N	n.a.	CHEMBL3590541	n.a.	2	3	3	No
NPC100811	ZBGCVOZXXHKPFL-CVHRWIHWSA-N	n.a.	n.a.	5319557	2	0	0	No
NPC100818	3-(2'-Hydroxy-P-O-Beta-D-Glucopyranosyloxyphenyl)-4,7-Dihydroxy-2H-1-Benzopyran-2-One	4,7-dihydroxy-3-[2-hydroxy-4-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxyphenyl]chromen-2-one	CHEMBL219459	54679753	1	5	5	No
NPC100822	YTTRPBWEMMPYSW-HRRFRDKFSA-N	n.a.	n.a.	123826	1	0	0	No
NPC100825	FQIWHGYDQMBKQO-GFHLGOHOSA-N	n.a.	n.a.	11136545	1	2	2	No
NPC10084	OOGAQHVYHLPICD-BMPVHMOGSA-N	n.a.	n.a.	n.a.	4	0	0	No
NPC100842	JRJGKUTZNBZHNK-UHFFFAOYSA-N	n.a.	n.a.	31226	5	0	0	Yes
NPC100844	PUGXDKPZBZICDX-KXPQCWJOSA-N	n.a.	n.a.	n.a.	36	0	0	No
NPC100849	Stachybotrydial	(3R,4aS,7R,8R,8aS)-3,4'-dihydroxy-4,4,7,8a-tetramethylspiro[2,3,4a,5,6,7-hexahydro-1H-naphthalene-8,2'-3H-1-benzofuran]-6',7'-dicarbaldehyde	n.a.	9886484	1	6	8	No
NPC100858	AGMIVVAYCIYLIV-HNNXBMFYSA-N	n.a.	n.a.	n.a.	1	0	0	No
NPC100859	CUPVWBKZXUQNOL-SPEDKVCISA-N	n.a.	n.a.	21603987	6	0	0	No
NPC100863	SIRGNISPBNTBGI-WSPVJSELSA-N	n.a.	CHEMBL2332142	15287083	1	1	1	No
NPC100876	CJFSVYYGNWQUMQ-HENVUBSDSA-N	n.a.	n.a.	101347850	1	0	0	No
NPC100879	(E,E)-Germacr-1(10),4,7(11)-Triene	(1E,5E)-1,5-dimethyl-8-propan-2-ylidenecyclodeca-1,5-diene	CHEMBL448125	5281519	61	1	1	No
NPC10088	Hypopurin B	n.a.	CHEMBL484231	11393708	1	1	1	No
NPC100887	Eupafolin	2-(3,4-dihydroxyphenyl)-5,7-dihydroxy-6-methoxychromen-4-one	CHEMBL172350	5317284	117	59	165	Yes
NPC100888	YLHIMAHFOWREAD-UHFFFAOYSA-N	n.a.	n.a.	595370	1	0	0	No
NPC100891	BZONSJUONOFNNP-ABUMUNDQSA-N	n.a.	n.a.	11016980	26	0	0	No
NPC100892	12-O-Deacetyl-19-O-Methyldeoxoscalarin	(1R,5aS,5bR,7aS,11aS,11bR,13R,13aS,13bS)-1-methoxy-5b,8,8,11a,13a-pentamethyl-1,3,5,5a,6,7,7a,9,10,11,11b,12,13,13b-tetradecahydrophenanthro[2,1-e][2]benzofuran-13-ol	CHEMBL1773759	52951401	2	7	7	No
NPC100893	JKOCBLSUHOIHCL-UKTHLTGXSA-N	n.a.	n.a.	6475018	1	0	0	No
NPC100898	LELBFTMXCIIKKX-MYLQJJOTSA-N	n.a.	n.a.	15560576	10	11	30	No
NPC100899	ACSVHOKPABBLKQ-UHFFFAOYSA-N	n.a.	n.a.	n.a.	15	0	0	No
NPC100906	18-O-Acetylisopimara-8(14),15-Dien-11Alpha-Ol.	[(1R,4aS,4bS,5R,7R,10aR)-7-ethenyl-5-hydroxy-1,4a,7-trimethyl-3,4,4b,5,6,9,10,10a-octahydro-2H-phenanthren-1-yl]methyl acetate	CHEMBL2385627	71725772	1	5	5	No
NPC100908	Isoabietenin C	[(2S,4R,4aS,4bR,5R,7R,8aS,10S,10aS)-5,10-diacetyloxy-7,10a-dihydroxy-4b,8,8-trimethyl-9-oxo-2-(3-oxoprop-1-en-2-yl)-1,2,3,4,4a,5,6,7,8a,10-decahydrophenanthren-4-yl] acetate	CHEMBL2334473	71577508	1	6	6	No
NPC100909	FECOIJILTPATFH-JDUAUEDGSA-N	n.a.	n.a.	n.a.	1	0	0	No
NPC100911	HVTFEHJSUSPQBK-CUWFRZQNSA-N	n.a.	n.a.	5458573	1	0	0	No
NPC100912	Ajugatakasin B	[(1R,4R,4aR,5S,7R,8S,8aR)-5-acetyloxy-4a-(acetyloxymethyl)-7,8-dimethyl-8-[(2S)-2-[(2S)-2-methylbutanoyl]oxy-2-(5-oxo-2H-furan-3-yl)ethyl]spiro[2,3,5,6,7,8a-hexahydro-1H-naphthalene-4,2'-oxirane]-1-yl] (2S)-2-methylbutanoate	CHEMBL1811940	56683003	1	2	10	No
NPC100913	NHAOANQCNDNNRY-VIJIUCOUSA-N	n.a.	CHEMBL451784	24898038	1	1	1	No
NPC100916	Chrysosplenol G	5-hydroxy-2-(5-hydroxy-2,4-dimethoxyphenyl)-3,7-dimethoxychromen-4-one	CHEMBL483030	5315858	1	1	1	No
NPC100917	3-Oxofriedelan-28-Oic Acid	(4aS,6aS,6aR,6bS,8aS,9R,12aS,14aS,14bS)-2,2,6a,6a,8a,9,14a-heptamethyl-10-oxo-3,4,5,6,6b,7,8,9,11,12,12a,13,14,14b-tetradecahydro-1H-picene-4a-carboxylic acid	CHEMBL517324	44593504	2	5	5	No
NPC100921	Tonkinecin	(2S)-4-[(3S,15R)-3,15-dihydroxy-15-[(2R,5R)-5-[(1R)-1-hydroxytridecyl]oxolan-2-yl]pentadecyl]-2-methyl-2H-furan-5-one	CHEMBL443402	177289	1	4	4	No
NPC100925	Clematernoside D	[(2S,3R,4S,5S,6R)-6-[[(2R,3R,4R,5S,6R)-3,4-dihydroxy-6-(hydroxymethyl)-5-[(2R,3R,4R,5R,6S)-3,4,5-trihydroxy-6-methyloxan-2-yl]oxyoxan-2-yl]oxymethyl]-3,4,5-trihydroxyoxan-2-yl] (4aS,6aR,6aS,6bR,8aR,9R,10S,12aR,14bS)-10-[(2S,3R,4S,5S)-3-[(2S,3R,4R,5S,6S)-4-[(2S,3R,4S,5R)-5-[(2R,3R,4R,5S,6R)-3,4-dihydroxy-5-[(2S,3R,4S,5R,6R)-5-hydroxy-3-[(E)-3-(3-hydroxy-4-methoxyphenyl)prop-2-enoyl]oxy-6-(hydroxymethyl)-4-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-[[(2R,3R,4R,5R,6S)-3,4,5-trihydroxy-6-methyloxan-2-yl]oxymethyl]oxan-2-yl]oxyoxan-2-yl]oxy-6-(hydroxymethyl)oxan-2-yl]oxy-3,4-dihydroxyoxan-2-yl]oxy-3,5-dihydroxy-6-methyloxan-2-yl]oxy-4,5-dihydroxyoxan-2-yl]oxy-9-(hydroxymethyl)-2,2,6a,6b,9,12a-hexamethyl-1,3,4,5,6,6a,7,8,8a,10,11,12,13,14b-tetradecahydropicene-4a-carboxylate	CHEMBL1171445	49799265	1	2	2	No
NPC100928	ATTZUHNCOKMJMS-UHFFFAOYSA-N	n.a.	n.a.	10880930	3	0	0	No
NPC100929	PNEVHPUMSSFAQE-HGVUNVDQSA-N	n.a.	n.a.	53493837	1	0	0	No
NPC10093	FBJMEOFSLTXPKH-UHFFFAOYSA-N	n.a.	n.a.	45093102	10	0	0	No
NPC100936	5-[(2R)-Hydroxy-(1S)-(4-Hydroxyphenyl)-2-(3,5-Dihydroxy-2-Beta-D-Glucopyranosyloxyphenyl)Ethyl]-6-[(E)-4-Hydroxystyryl]Benzene-2,4-Diol-1-O-Beta-D-Glucopyranoside	(2S,3R,4S,5S,6R)-2-[2-[(1R,2S)-2-[4,6-dihydroxy-2-[(E)-2-(4-hydroxyphenyl)ethenyl]-3-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxyphenyl]-1-hydroxy-2-(4-hydroxyphenyl)ethyl]-4,6-dihydroxyphenoxy]-6-(hydroxymethyl)oxane-3,4,5-triol	CHEMBL3109429	76335691	1	1	1	No
NPC100940	PCGZUKQITWMLRC-KAJHWWHNSA-N	n.a.	n.a.	n.a.	9	0	0	No
NPC100949	JOVBAVJQHJYOID-HAFFEQERSA-N	n.a.	n.a.	n.a.	3	0	0	No
NPC100950	VNORMJNLBQYATD-VIAIADOOSA-N	n.a.	n.a.	11586164	1	0	0	No
NPC100953	FSGBQFACPORIQG-FKSBINAYSA-N	n.a.	n.a.	53465565	1	0	0	No
NPC100955	21Alpha-Methoxy-21,23-Epoxy-24Alpha-Hydroxytirucall-7-En-3-One	(5R,9R,10R,13S,14S,17S)-17-[(2R,3S,5R)-5-[(1S)-1,2-dihydroxy-2-methylpropyl]-2-methoxyoxolan-3-yl]-4,4,10,13,14-pentamethyl-1,2,5,6,9,11,12,15,16,17-decahydrocyclopenta[a]phenanthren-3-one	CHEMBL2392323	73353494	1	2	2	No
NPC100956	YPSAOPXJHSESSR-ATENDURSSA-N	n.a.	n.a.	441735	5	0	0	No
NPC100963	GCBFITRLUGEXIX-UHKCKZGUSA-N	n.a.	n.a.	131676057	6	0	0	No
NPC100965	TXFYGVSFMUHNGL-HNNXBMFYSA-N	n.a.	n.a.	n.a.	3	0	0	No
NPC10097	Biflorin	5,7-dihydroxy-2-methyl-6-[(2S,3R,4R,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]chromen-4-one	CHEMBL463312	441959	26	8	21	No
NPC100971	Glycitein	7-hydroxy-3-(4-hydroxyphenyl)-6-methoxychromen-4-one	CHEMBL513024	5317750	19	9	13	Yes
NPC100973	JHZXMTZJWGLQRP-PMZAMSJHSA-N	n.a.	n.a.	5319243	1	0	0	No
NPC100978	LHQIJBMDNUYRAM-BBIVZNJYSA-N	n.a.	n.a.	12646210	6	0	0	No
NPC100980	Phenol	phenol	CHEMBL14060	996;20488062	129	57	250	Yes
NPC100985	5-Hydroxy-6,8-Dimethoxy-2,3-Dimethylbenzo[G]Chromen-4-One	5-hydroxy-6,8-dimethoxy-2,3-dimethylbenzo[g]chromen-4-one	CHEMBL504766	10685604	1	2	2	No
NPC100986	[(9R,10R)-8,8-Dimethyl-10-(3-Methylbut-2-Enoyloxy)-2-Oxo-9,10-Dihydropyrano[2,3-F]Chromen-9-Yl] (Z)-2-Methylbut-2-Enoate	[(9R,10R)-8,8-dimethyl-10-(3-methylbut-2-enoyloxy)-2-oxo-9,10-dihydropyrano[2,3-f]chromen-9-yl] (Z)-2-methylbut-2-enoate	CHEMBL1345092	15945070	10	12	15	No
NPC100997	5-Methylhexan-2-One	5-methylhexan-2-one	CHEMBL45354	8034	3	3	10	No
NPC100998	Leucosceptoside A	[(2R,3R,4R,5R,6R)-6-[2-(3,4-dihydroxyphenyl)ethoxy]-5-hydroxy-2-(hydroxymethyl)-4-[(2S,3R,4R,5R,6S)-3,4,5-trihydroxy-6-methyloxan-2-yl]oxyoxan-3-yl] (E)-3-(4-hydroxy-3-methoxyphenyl)prop-2-enoate	CHEMBL450121	10394343	61	2	2	No
NPC101	MDUBPQGQPBQGGN-UHFFFAOYSA-N	n.a.	n.a.	168034	4	0	0	No
NPC101001	BAEYWOSUJSUYFI-CQSZACIVSA-N	n.a.	n.a.	134715142	3	0	0	No
NPC101012	Rel-Plicatilisin B	(3R,3aR,5aR,8S)-8,10-dihydroxy-9-(hydroxymethyl)-3a,5a-dimethyl-3-propan-2-yl-3,4,5,6,7,8-hexahydro-1H-benzo[f]azulen-2-one	CHEMBL2057716	62707592	1	6	6	No
NPC101018	PBDZWPWWXYHYII-PRNVEUERSA-N	n.a.	CHEMBL3754295	50905843	17	5	12	No
NPC101020	UEIZIIBKVWSXIK-FOIQADDNSA-N	n.a.	n.a.	n.a.	18	0	0	No
NPC101025	12,13-Dihydroxybakuchiol	(E,3R,6S)-6-ethenyl-8-(4-hydroxyphenyl)-2,6-dimethyloct-7-ene-2,3-diol	CHEMBL3577255	36222828	1	2	2	No
NPC101026	MPUCOEGUJZQKTC-XCSGUALTSA-N	n.a.	CHEMBL3609100	n.a.	1	1	15	No
NPC101029	OLWDPWSUWDYGEY-WZAYAOTKSA-N	n.a.	n.a.	101784738	7	0	0	No
NPC101035	ZCQHIVUOFDKQRZ-KTQYOKFHSA-N	n.a.	n.a.	n.a.	49	0	0	No
NPC101039	FMOZOFOCONBPNY-LJSAUVTESA-N	n.a.	n.a.	n.a.	1	0	0	No
NPC101042	GPLGAQQQNWMVMM-JLGZHIAASA-N	n.a.	n.a.	12303833	21	0	0	No
NPC101043	Staminol D	[(2S,3S,4R,4aS,4bR,8aR,10R,10aR)-6,10-diacetyloxy-3-ethenyl-2,10a-dihydroxy-2,4b,8,8-tetramethyl-1,7-dioxo-3,4,4a,8a,9,10-hexahydrophenanthren-4-yl] benzoate	CHEMBL445435	11455867	55	1	1	No
NPC101044	MOCOVNGOINOTNW-UHFFFAOYSA-N	n.a.	n.a.	n.a.	1	0	0	No
NPC101045	OAOHWIZVTUTTNU-IMUKJHFISA-N	n.a.	n.a.	n.a.	3	0	0	No
NPC101050	OGTVKOGEJPVHQE-UHFFFAOYSA-N	n.a.	n.a.	5324262	1	0	0	No
NPC101051	Swertiamarin	(3S,4R,4aR)-4-ethenyl-4a-hydroxy-3-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-3,4,5,6-tetrahydropyrano[3,4-c]pyran-8-one	CHEMBL456138	442435	35	9	9	No
NPC101067	Bisglaucumlide G	n.a.	CHEMBL564585	44140534	1	1	1	No
NPC101078	IMCKMHHQCQXGSC-UHFFFAOYSA-N	n.a.	n.a.	5315798	10	0	0	No
NPC101079	MTFUIXBAXHURMH-YUMQZZPRSA-N	n.a.	n.a.	54090099	11	0	0	No
NPC10108	KXZSWFXOEVKIOH-SDYBPNCKSA-N	n.a.	n.a.	24883683	1	0	0	No
NPC101084	KRHQWEZBTHQNAB-DWPCYHNTSA-N	n.a.	n.a.	n.a.	17	0	0	No
NPC101098	ZROGCCBNZBKLEL-XEXNSLJOSA-N	n.a.	n.a.	10114809	8	0	0	No
NPC101100	DADCTORALTXQBZ-KIVYAYRESA-N	n.a.	n.a.	16203400	27	0	0	No
NPC101106	16-Epi-Latrunculin B	(4S)-4-[(1R,4S,5Z,9Z,13R,15R)-15-hydroxy-4,9-dimethyl-11-oxo-12,16-dioxabicyclo[11.3.1]heptadeca-5,9-dien-15-yl]-1,3-thiazolidin-2-one	CHEMBL471071	10000783	2	3	4	No
NPC101107	Artonin A	n.a.	CHEMBL516550	14557102	2	2	2	No
NPC101108	QUIUAWAJVAZIOJ-VBFXMVOKSA-N	n.a.	n.a.	101355661	1	0	0	No
NPC101116	8-O-Beta-D-Glucopyranosyl-Aloe-Emodin	1-hydroxy-3-(hydroxymethyl)-8-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxyanthracene-9,10-dione	CHEMBL454428	5317644	6	2	2	No
NPC101118	HOEACCWXJIUNFZ-PJDTTXJDSA-N	n.a.	n.a.	12096379	23	0	0	No
NPC101119	ICLPNZMYHDVKKI-UHFFFAOYSA-N	n.a.	n.a.	19793	2	0	0	No
NPC101122	WCABIRIFXVXGQH-UHFFFAOYSA-N	n.a.	n.a.	20660	3	0	0	No
NPC101128	Ent-4(15)-Eudesmen-1R,11-Diol	(1S,4aR,6S,8aS)-6-(2-hydroxypropan-2-yl)-8a-methyl-4-methylidene-1,2,3,4a,5,6,7,8-octahydronaphthalen-1-ol	CHEMBL1079685	44479734	1	4	4	No
NPC101130	5-(14-Methylpentadecyl)-1H-Pyrrole-2-Carbaldehyde	5-(14-methylpentadecyl)-1H-pyrrole-2-carbaldehyde	CHEMBL1082104	21775614	1	1	1	No
NPC101138	Ludongnin G	n.a.	CHEMBL511568	11417148	2	6	6	No
NPC101139	(2R,3R,4S)-2-(((R)-2-Hydroxy-1-Phenylethylamino)Methyl)Pyrrolidine-3,4-Diol	(2R,3R,4S)-2-[[[(1R)-2-hydroxy-1-phenylethyl]amino]methyl]pyrrolidine-3,4-diol	CHEMBL425723	11425273	1	6	38	No
NPC101147	2-Ethylhex-2-Enal	2-ethylhex-2-enal	CHEMBL3181995	12582	4	1	2	No
NPC101153	VBIRCRCPHNUJAS-AFHBHXEDSA-N	n.a.	n.a.	10247670	48	0	0	No
NPC101154	LFNDKLNDVGZKLV-UHFFFAOYSA-N	n.a.	n.a.	n.a.	4	0	0	No
NPC101162	ZTHMWDSJKLNDTE-UHFFFAOYSA-M	n.a.	n.a.	23683036	4	0	0	No
NPC101165	Lophocladine B	4-phenyl-2,7-naphthyridin-1-amine	CHEMBL480873	11665726	1	3	7	No
NPC101166	DSRCOSQOBBICFU-CACBSBPQSA-N	n.a.	n.a.	68983684	1	0	0	No
NPC101174	Thiazole	1,3-thiazole	CHEMBL15605	9256	1	3	5	No
NPC101175	DMLNDBOUFBIGIL-YDIDKTJNSA-N	n.a.	n.a.	n.a.	12	0	0	No
NPC101189	LKYABSOYLMWGQR-WLMDKFIXSA-N	n.a.	n.a.	13518132	1	1	1	No
NPC101191	YFWMSXQNCPRTKO-ZUGPOPFOSA-N	n.a.	CHEMBL3397954	n.a.	1	1	1	No
NPC101207	Chaxamycin B	n.a.	CHEMBL1814385	53344651	1	1	1	No
NPC10121	Pescaprein Xxi	n.a.	CHEMBL1773738	52952206	1	1	1	No
NPC101212	BNJIRLBECHADRA-UHFFFAOYSA-N	n.a.	n.a.	102117149	6	0	0	No
NPC101218	PAEBOQPQAZCVKP-TVYJJVMUSA-N	n.a.	n.a.	101690814	3	0	0	No
NPC101219	MVLVMROFTAUDAG-UHFFFAOYSA-N	n.a.	n.a.	8122	8	0	0	Yes
NPC101233	Excisanin A	n.a.	CHEMBL480677	11772488	2	6	6	No
NPC101237	VBQJWOFQCTULPN-CFZPAZQDSA-N	n.a.	n.a.	n.a.	1	0	0	No
NPC101239	JXHMLQCAKTYFAJ-HOCBNCMJSA-N	n.a.	n.a.	n.a.	14	0	0	No
NPC101241	NDWGRONXKHTPNQ-VCSIHVNPSA-N	n.a.	n.a.	15839579	18	0	0	No
NPC101245	ZAEFHXWWOCVZKR-UHFFFAOYSA-N	n.a.	n.a.	20063091	2	0	0	No
NPC101249	Aminolevulinic Acid	5-azaniumyl-4-oxopentanoate	CHEMBL601	7048523;137	10	42	129	No
NPC101251	NULTZDVVDLXXAM-BJIWRROBSA-N	n.a.	n.a.	n.a.	2	0	0	No
NPC101254	TZWQPPFRZCEUCT-LOYHVIPDSA-N	n.a.	n.a.	10434712	4	0	0	No
NPC101255	Palodesangren C	(4R,4aS,5S,12bR)-5-(4-hydroxy-2-methoxyphenyl)-4-(4-hydroxyphenyl)-2-methyl-4,4a,5,12b-tetrahydro-3H-isochromeno[4,3-g]chromen-9-one	CHEMBL518379	10696160	1	2	6	No
NPC101261	HYGQABJPKDJZNQ-DWXMRTLXSA-N	n.a.	n.a.	46193473	15	0	0	No
NPC101278	WCMSFBRREKZZFL-UHFFFAOYSA-N	n.a.	n.a.	13043	3	0	0	No
NPC101285	NVEQFIOZRFFVFW-GUIRCDHDSA-N	n.a.	CHEMBL399036	1742211	83	18	27	No
NPC101289	UDQXLNRIDGDFAR-ZJUUUORDSA-N	n.a.	n.a.	21604552	4	0	0	No
NPC101294	Trimethylapigenin	5,7-dimethoxy-2-(4-methoxyphenyl)chromen-4-one	CHEMBL1087720	79730	125	12	41	No
NPC101295	DWTPZWHXVUGASY-MVASHBNMSA-N	n.a.	n.a.	n.a.	1	0	0	No
NPC101307	(1R,2R,4As,8As)-1-[(3S)-3-Hydroxy-3-Methylpent-4-Enyl]-2,5,5,8A-Tetramethyl-3,4,4A,6,7,8-Hexahydro-1H-Naphthalen-2-Ol	(1R,2R,4aS,8aS)-1-[(3S)-3-hydroxy-3-methylpent-4-enyl]-2,5,5,8a-tetramethyl-3,4,4a,6,7,8-hexahydro-1H-naphthalen-2-ol	CHEMBL464176	7093249	14	40	60	No
NPC101312	Tecleaverdoornine	n.a.	CHEMBL572482	152710	1	2	2	No
NPC101318	WIOBOUWMWWLZKG-QBZJCNLTSA-N	n.a.	n.a.	46173994	7	0	0	No
NPC101324	SSIRGMIVWUBXFB-FVAJSQOJSA-N	n.a.	n.a.	n.a.	1	0	0	No
NPC101325	UICODADYHFQXOT-UTYHWBTFSA-N	n.a.	n.a.	24854301	1	0	0	No
NPC101330	NKPVHABUNKIXAV-ZJTAJZJASA-N	n.a.	n.a.	n.a.	22	0	0	No
NPC101331	AQKQFWHADWQRGC-YRYTXJGESA-N	n.a.	n.a.	n.a.	2	0	0	No
NPC101336	LSKCMNWGAHRXNA-LPGRTNKPSA-N	n.a.	n.a.	70686274	2	1	3	No
NPC10134	DZMYOBBWRZTUTA-UUOPEYFDSA-N	n.a.	n.a.	n.a.	23	0	0	No
NPC101342	MQTGQGFLTYWGDL-HMAXOINASA-N	n.a.	n.a.	15694364	2	0	0	No
NPC101350	Trigonostemine B	(6-methoxy-1H-indol-3-yl)-(7-methoxy-9H-pyrido[3,4-b]indol-1-yl)methanone	CHEMBL1957109	57345602	1	5	5	No
NPC101352	VWYQWWYODNKZAS-ZAUDRUAFSA-N	n.a.	n.a.	5316859	3	0	0	No
NPC101354	UFSWWJKVZPNKPQ-UHFFFAOYSA-N	n.a.	n.a.	53630653	1	0	0	No
NPC10136	HINUXGZHCXYZMB-BFMCRFQNSA-N	n.a.	n.a.	n.a.	23	0	0	No
NPC101366	2'-O-Methylabronisoflavone	5,7-dihydroxy-3-(2-methoxyphenyl)-6-methylchromen-4-one	CHEMBL496643	5482494	2	2	3	No
NPC101368	PNFBXEKHLUDPIM-QMMMGPOBSA-N	n.a.	n.a.	442315	6	0	0	No
NPC101372	[(3R,5S,6R,7S,8E,10S,11S,14E)-6-Hydroxy-5,11-Dimethoxy-3,7,9,15-Tetramethyl-16-Oxo-17-Azabicyclo[16.3.1]Docosa-1(22),8,14,18,20-Pentaen-10-Yl] Carbamate	[(3R,5S,6R,7S,8E,10S,11S,14E)-6-hydroxy-5,11-dimethoxy-3,7,9,15-tetramethyl-16-oxo-17-azabicyclo[16.3.1]docosa-1(22),8,14,18,20-pentaen-10-yl] carbamate	CHEMBL469932	24795078	1	7	7	No
NPC101374	OPQCAZJRIRHZQK-UHFFFAOYSA-N	n.a.	n.a.	85794676	12	0	0	No
