taxonKey	scientificName	acceptedTaxonKey	acceptedScientificName	numberOfOccurrences	taxonRank	taxonomicStatus	kingdom	kingdomKey	phylum	phylumKey	class	classKey	order	orderKey	family	familyKey	genus	genusKey	species	speciesKey	iucnRedListCategory
2390	Scrophulariaceae	2390	Scrophulariaceae	16	FAMILY	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Lamiales	408	Scrophulariaceae	2390					NE
2643107	Caulerpa racemosa var. macra Weber Bosse, 1913	7896183	Caulerpa macra (Weber Bosse) Draisma & Prud'homme, 2014	4	VARIETY	SYNONYM	Plantae	6	Chlorophyta	36	Ulvophyceae	195	Bryopsidales	625	Caulerpaceae	4674	Caulerpa	2642861	Caulerpa macra	7896183	
2654155	Sirodotia delicatula Skuja	2654155	Sirodotia delicatula Skuja	1	SPECIES	ACCEPTED	Plantae	6	Rhodophyta	106	Florideophyceae	342	Batrachospermales	663	Batrachospermaceae	4888	Sirodotia	2654149	Sirodotia delicatula	2654155	NE
2670280	Mitthyridium obtusifolium (Lindb.) H.Rob.	7656877	Mitthyridium fasciculatum subsp. obtusifolium (Lindb.) M.Menzel	3	SPECIES	SYNONYM	Plantae	6	Bryophyta	35	Bryopsida	327	Dicranales	1335	Calymperaceae	4670	Mitthyridium	2670262	Mitthyridium fasciculatum	2670266	NE
2670321	Syrrhopodon armatus Mitt.	2670321	Syrrhopodon armatus Mitt.	1	SPECIES	ACCEPTED	Plantae	6	Bryophyta	35	Bryopsida	327	Dicranales	1335	Calymperaceae	4670	Syrrhopodon	2670288	Syrrhopodon armatus	2670321	NE
2682632	Gollania elbertii Broth.	2682632	Gollania elbertii Broth.	4	SPECIES	ACCEPTED	Plantae	6	Bryophyta	35	Bryopsida	327	Hypnales	617	Hypnaceae	8751	Gollania	2682623	Gollania elbertii	2682632	NE
2688421	Lycopodium phlegmaria L.	7448919	Phlegmariurus phlegmaria (L.) Holub	201	SPECIES	SYNONYM	Plantae	6	Tracheophyta	7707728	Lycopodiopsida	245	Lycopodiales	421	Lycopodiaceae	6725	Phlegmariurus	7641693	Phlegmariurus phlegmaria	7448919	NE
2693391	Flagellaria L.	2693391	Flagellaria L.	26	GENUS	ACCEPTED	Plantae	6	Tracheophyta	7707728	Liliopsida	196	Poales	1369	Flagellariaceae	3742	Flagellaria	2693391			
2702444	Dichanthium Willemet	2702444	Dichanthium Willemet	2	GENUS	ACCEPTED	Plantae	6	Tracheophyta	7707728	Liliopsida	196	Poales	1369	Poaceae	3073	Dichanthium	2702444			NE
2725150	Carex nubigena var. fallax (Steud.) C.B.Clarke	7227140	Carex nubigena subsp. nubigena	1	VARIETY	SYNONYM	Plantae	6	Tracheophyta	7707728	Liliopsida	196	Poales	1369	Cyperaceae	7708	Carex	2721893	Carex nubigena	7919351	
2734825	Daemonorops microstachys Becc.	12178150	Calamus kunstleri subsp. microstachys (Becc.) A.J.Hend.	3	SPECIES	SYNONYM	Plantae	6	Tracheophyta	7707728	Liliopsida	196	Arecales	552	Arecaceae	7681	Calamus	8494406	Calamus kunstleri	9566116	NE
2739403	Pinanga disticha (Roxb.) H.Wendl.	2739403	Pinanga disticha (Roxb.) H.Wendl.	2	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Liliopsida	196	Arecales	552	Arecaceae	7681	Pinanga	2739291	Pinanga disticha	2739403	NE
2758521	Boesenbergia pulchella var. attenuata R.M.Sm.	2758520	Boesenbergia pulchella (Ridl.) Merr.	1	VARIETY	SYNONYM	Plantae	6	Tracheophyta	7707728	Liliopsida	196	Zingiberales	627	Zingiberaceae	4687	Boesenbergia	2758458	Boesenbergia pulchella	2758520	
2762679	Musa salaccensis Zoll. ex Backer	2762679	Musa salaccensis Zoll. ex Backer	2	SPECIES	DOUBTFUL	Plantae	6	Tracheophyta	7707728	Liliopsida	196	Zingiberales	627	Musaceae	4686	Musa	2760990	Musa salaccensis	2762679	NE
2762924	Musa johnsii Argent	2762924	Musa johnsii Argent	2	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Liliopsida	196	Zingiberales	627	Musaceae	4686	Musa	2760990	Musa johnsii	2762924	NE
2770809	Disporum chinense (Ker Gawl.) Kuntze	7227569	Disporum cantoniense var. cantoniense	21	SPECIES	SYNONYM	Plantae	6	Tracheophyta	7707728	Liliopsida	196	Liliales	1172	Colchicaceae	7697	Disporum	7402845	Disporum cantoniense	2770795	NE
2811327	Arachnanthe moschifera (Blume) Blume	5313055	Arachnis flos-aeris (L.) Rchb.f.	2	SPECIES	SYNONYM	Plantae	6	Tracheophyta	7707728	Liliopsida	196	Asparagales	1169	Orchidaceae	7689	Arachnis	2811304	Arachnis flos-aeris	5313055	NE
2813826	Phreatia bicostata J.J.Sm.	2813826	Phreatia bicostata J.J.Sm.	2	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Liliopsida	196	Asparagales	1169	Orchidaceae	7689	Phreatia	2813591	Phreatia bicostata	2813826	NE
2817535	Peristylus timorensis (Ridl.) J.J.Wood & Ormerod	2817535	Peristylus timorensis (Ridl.) J.J.Wood & Ormerod	1	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Liliopsida	196	Asparagales	1169	Orchidaceae	7689	Peristylus	2817369	Peristylus timorensis	2817535	NE
2845055	Bulbophyllum crepidiferum J.J.Sm.	2845055	Bulbophyllum crepidiferum J.J.Sm.	3	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Liliopsida	196	Asparagales	1169	Orchidaceae	7689	Bulbophyllum	9574503	Bulbophyllum crepidiferum	2845055	NE
2846762	Grosourdya histrix (Blume) Rchb.f.	2846761	Thrixspermum histrix (Blume) Rchb.f.	1	SPECIES	SYNONYM	Plantae	6	Tracheophyta	7707728	Liliopsida	196	Asparagales	1169	Orchidaceae	7689	Thrixspermum	2846663	Thrixspermum histrix	2846761	NE
2862955	Freycinetia radicans Gaudich.	2862955	Freycinetia radicans Gaudich.	4	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Liliopsida	196	Pandanales	554	Pandanaceae	3737	Freycinetia	2862882	Freycinetia radicans	2862955	NE
2874554	Fevillea L.	2874554	Fevillea L.	1	GENUS	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Cucurbitales	7224005	Cucurbitaceae	6634	Fevillea	2874554			
2874569	Cucumis sativus L.	2874569	Cucumis sativus L.	226	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Cucurbitales	7224005	Cucurbitaceae	6634	Cucumis	2874568	Cucumis sativus	2874569	NE
2900108	Hypobathrum salicinum (Miq.) Bakh.f.	2900108	Hypobathrum salicinum (Miq.) Bakh.f.	7	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Gentianales	412	Rubiaceae	8798	Hypobathrum	2900082	Hypobathrum salicinum	2900108	NE
2925349	Clerodendrum indicum (L.) Kuntze	2925349	Clerodendrum indicum (L.) Kuntze	28	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Lamiales	408	Lamiaceae	2497	Clerodendrum	2925347	Clerodendrum indicum	2925349	NE
2942090	Crotalaria prostrata Rottler ex Willd.	2942090	Crotalaria prostrata Rottler ex Willd.	2	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Fabales	1370	Fabaceae	5386	Crotalaria	2941719	Crotalaria prostrata	2942090	NE
2951503	Mucuna pruriens var. hirsuta (Wight & Arn.) Wilmot-Dear	2951503	Mucuna pruriens var. hirsuta (Wight & Arn.) Wilmot-Dear	1	VARIETY	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Fabales	1370	Fabaceae	5386	Mucuna	2951351	Mucuna pruriens	2951499	
2953942	Bauhinia excelsa (Miq.) Prain	2953949	Phanera excelsa Miq.	2	SPECIES	SYNONYM	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Fabales	1370	Fabaceae	5386	Phanera	7278390	Phanera excelsa	2953949	LC
2955827	Dumasia glaucescens Miq.	7302206	Dumasia villosa subsp. villosa	1	SPECIES	SYNONYM	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Fabales	1370	Fabaceae	5386	Dumasia	2955819	Dumasia villosa	2955820	NE
2960301	Atylosia scarabaeoides (L.) Benth.	2960284	Cajanus scarabaeoides (L.) Thouars	1	SPECIES	SYNONYM	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Fabales	1370	Fabaceae	5386	Cajanus	2960263	Cajanus scarabaeoides	2960284	LC
2984476	Cecropia peltata L.	2984476	Cecropia peltata L.	3	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Rosales	691	Urticaceae	6639	Cecropia	2984472	Cecropia peltata	2984476	LC
2985677	Parinari kunstleri King	2985676	Kostermanthus heteropetalus (Scort. ex King) Prance	1	SPECIES	SYNONYM	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Malpighiales	1414	Chrysobalanaceae	9111	Kostermanthus	2985672	Kostermanthus heteropetalus	2985676	NE
3036209	Brassaiopsis glomerulata (Blume) Regel	3036209	Brassaiopsis glomerulata (Blume) Regel	34	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Apiales	1351	Araliaceae	8800	Brassaiopsis	3036184	Brassaiopsis glomerulata	3036209	LC
3054911	Suregada tenuifolia (Ridl.) Croizat	3054898	Suregada multiflora (A.Juss.) Baill.	1	SPECIES	SYNONYM	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Malpighiales	1414	Euphorbiaceae	4691	Suregada	3054853	Suregada multiflora	3054898	NE
3058354	Croton borneensis J.J.Sm.	3058354	Croton borneensis J.J.Sm.	5	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Malpighiales	1414	Euphorbiaceae	4691	Croton	3057454	Croton borneensis	3058354	NE
3063535	Cnesmone Blume	3063535	Cnesmone Blume	1	GENUS	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Malpighiales	1414	Euphorbiaceae	4691	Cnesmone	3063535			
3075846	Drypetes maquilingensis (Merr.) Pax & K.Hoffm.	3075846	Drypetes maquilingensis (Merr.) Pax & K.Hoffm.	1	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Malpighiales	1414	Putranjivaceae	8808	Drypetes	3075615	Drypetes maquilingensis	3075846	NE
3080702	Glochidion fuscum (Müll.Arg.) Boerl.	3080701	Glochidion varians Miq.	21	SPECIES	SYNONYM	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Malpighiales	1414	Phyllanthaceae	8807	Glochidion	3080069	Glochidion varians	3080701	NE
3081551	Cleistanthus macrophyllus Hook.f.	3081551	Cleistanthus macrophyllus Hook.f.	2	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Malpighiales	1414	Phyllanthaceae	8807	Cleistanthus	3081487	Cleistanthus macrophyllus	3081551	NE
3090776	Prenanthes scandens Hook.f. ex Benth. & Hook.f.	7950691	Notoseris scandens (Hook.fil. ex Benth. & Hook.fil.) N.Kilian	4	SPECIES	SYNONYM	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Asterales	414	Asteraceae	3065	Notoseris	3088377	Notoseris scandens	7950691	NE
3158386	Meiogyne stipitata Koord. & Valeton	3158371	Meiogyne virgata (Blume) Miq.	1	SPECIES	SYNONYM	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Magnoliales	718	Annonaceae	9291	Meiogyne	3158370	Meiogyne virgata	3158371	NE
3183082	Syzygium costatum Miq.	9343508	Syzygium racemosum subsp. racemosum	3	SPECIES	SYNONYM	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Myrtales	690	Myrtaceae	5014	Syzygium	3029010	Syzygium racemosum	3183081	NE
3187799	Baeckea frutescens L.	3187799	Baeckea frutescens L.	176	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Myrtales	690	Myrtaceae	5014	Baeckea	3187737	Baeckea frutescens	3187799	LC
3190638	Mangifera indica L.	3190638	Mangifera indica L.	253	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Sapindales	933	Anacardiaceae	2398	Mangifera	3075453	Mangifera indica	3190638	DD
3579345	Secamone axillaris Klack.	3579345	Secamone axillaris Klack.	2	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Gentianales	412	Apocynaceae	6701	Secamone	7311643	Secamone axillaris	3579345	NE
3605572	Dennstaedtia dennstaedtioides (Copel.) Copel.	3605572	Dennstaedtia dennstaedtioides (Copel.) Copel.	5	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Polypodiopsida	7228684	Polypodiales	392	Dennstaedtiaceae	6623	Dennstaedtia	10847691	Dennstaedtia dennstaedtioides	3605572	NE
3608206	Sphaerocionium palmatifidum (Müll.Berol.) K.Iwats.	3607412	Hymenophyllum palmatifidum (Müll.Berol.) Ebihara & K.Iwats.	1	SPECIES	SYNONYM	Plantae	6	Tracheophyta	7707728	Polypodiopsida	7228684	Hymenophyllales	7228685	Hymenophyllaceae	2372	Hymenophyllum	2651287	Hymenophyllum palmatifidum	3607412	NE
3648331	Xylopia pulchella Ridl.	3648331	Xylopia pulchella Ridl.	2	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Magnoliales	718	Annonaceae	9291	Xylopia	3157015	Xylopia pulchella	3648331	NE
3648944	Polyalthia pulchrinervia Boerl.	2984717	Maranthes corymbosa Blume	2	SPECIES	SYNONYM	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Malpighiales	1414	Chrysobalanaceae	9111	Maranthes	2984709	Maranthes corymbosa	2984717	NE
3710030	Selaginella delicatula (Desv. ex Poir.) Alston	3710030	Selaginella delicatula (Desv. ex Poir.) Alston	14	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Lycopodiopsida	245	Selaginellales	420	Selaginellaceae	6724	Selaginella	2688177	Selaginella delicatula	3710030	NE
3723797	Microcarpaea minima (Retz.) Merr.	3723797	Microcarpaea minima (Retz.) Merr.	5	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Lamiales	408	Phrymaceae	4194986	Microcarpaea	7331521	Microcarpaea minima	3723797	LC
3752124	Prosaptia circumvallata (Rosenst.) Parris	3752124	Prosaptia circumvallata (Rosenst.) Parris	1	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Polypodiopsida	7228684	Polypodiales	392	Polypodiaceae	2368	Prosaptia	3751346	Prosaptia circumvallata	3752124	NE
3785262	Lepisanthes angustifolia Blume	7264786	Lepisanthes tetraphylla (Vahl) Radlk.	1	SPECIES	SYNONYM	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Sapindales	933	Sapindaceae	6657	Lepisanthes	7264784	Lepisanthes tetraphylla	7264786	NE
3830802	Pycnarrhena longifolia (Decne. ex Miq.) Becc.	3830802	Pycnarrhena longifolia (Decne. ex Miq.) Becc.	32	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Ranunculales	399	Menispermaceae	2411	Pycnarrhena	7268777	Pycnarrhena longifolia	3830802	NE
3845492	Hedyotis idenburgensis Merr. & L.M.Perry	3845492	Hedyotis idenburgensis Merr. & L.M.Perry	2	SPECIES	DOUBTFUL	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Gentianales	412	Rubiaceae	8798	Hedyotis	9631866	Hedyotis idenburgensis	3845492	NE
3865387	Memecylon megacarpum Furtado	3865387	Memecylon megacarpum Furtado	4	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Myrtales	690	Melastomataceae	6683	Memecylon	3716283	Memecylon megacarpum	3865387	NE
3866794	Medinilla inaequalis Miq.	3867763	Medinilla crassifolia (Reinw. ex Blume) Blume	1	SPECIES	SYNONYM	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Myrtales	690	Melastomataceae	6683	Medinilla	3188506	Medinilla crassifolia	3867763	NE
3874090	Anstrutheria ceylanica Gardner	3874196	Cassipourea ceylanica (Gardner) Alston	1	SPECIES	SYNONYM	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Malpighiales	1414	Rhizophoraceae	6671	Cassipourea	3086519	Cassipourea ceylanica	3874196	NE
3890170	Clerodendrum ridleyi King & Gamble	3890170	Clerodendrum ridleyi King & Gamble	11	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Lamiales	408	Lamiaceae	2497	Clerodendrum	2925347	Clerodendrum ridleyi	3890170	NE
3978086	Phanera pyrrhaneura (Korth.) Benth., 1852	3978086	Phanera pyrrhaneura (Korth.) Benth., 1852	2	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Fabales	1370	Fabaceae	5386	Phanera	7278390	Phanera pyrrhaneura	3978086	NE
4011267	Elaphoglossum angulatum (Blume) T.Moore	4011267	Elaphoglossum angulatum (Blume) T.Moore	47	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Polypodiopsida	7228684	Polypodiales	392	Dryopteridaceae	2373	Elaphoglossum	2651032	Elaphoglossum angulatum	4011267	DD
4017795	Diplazium xiphophyllum (Baker) C.Chr.	4017795	Diplazium xiphophyllum (Baker) C.Chr.	11	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Polypodiopsida	7228684	Polypodiales	392	Athyriaceae	4922264	Diplazium	2650853	Diplazium xiphophyllum	4017795	NE
4024943	Selliguea ferrea (Brause) Hovenkamp	4024943	Selliguea ferrea (Brause) Hovenkamp	9	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Polypodiopsida	7228684	Polypodiales	392	Polypodiaceae	2368	Selliguea	7289883	Selliguea ferrea	4024943	NE
4031294	Elaeocarpus bilobatus Schltr.	4031294	Elaeocarpus bilobatus Schltr.	2	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Oxalidales	7224021	Elaeocarpaceae	2435	Elaeocarpus	3152094	Elaeocarpus bilobatus	4031294	LC
4031761	Elaeocarpus stipularis var. nutans (R.Knuth) Coode	4031761	Elaeocarpus stipularis var. nutans (R.Knuth) Coode	41	VARIETY	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Oxalidales	7224021	Elaeocarpaceae	2435	Elaeocarpus	3152094	Elaeocarpus stipularis	7291033	
4069959	Diospyros aifatensis Kosterm.	4069959	Diospyros aifatensis Kosterm.	2	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Ericales	1353	Ebenaceae	6709	Diospyros	3030169	Diospyros aifatensis	4069959	NE
4091070	Dolichandrone rheedei (Spreng.) Seem.	3172487	Dolichandrone spathacea (L.fil.) K.Schum.	1	SPECIES	SYNONYM	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Lamiales	408	Bignoniaceae	6655	Dolichandrone	3172486	Dolichandrone spathacea	3172487	NE
4096501	Shorea virescens Parijs	12216350	Anthoshorea virescens (Parijs) P.S.Ashton & J.Heck.	26	SPECIES	SYNONYM	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Malvales	941	Dipterocarpaceae	6645	Anthoshorea	7299077	Anthoshorea virescens	12216350	NE
4100795	Gonostegia triandra (Blume) Miq.	4100795	Gonostegia triandra (Blume) Miq.	7	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Rosales	691	Urticaceae	6639	Gonostegia	7300793	Gonostegia triandra	4100795	NE
4105470	Pogonatherum saccharoideum P.Beauv.	4105523	Pogonatherum paniceum (Lam.) Hack.	24	SPECIES	SYNONYM	Plantae	6	Tracheophyta	7707728	Liliopsida	196	Poales	1369	Poaceae	3073	Pogonatherum	4105412	Pogonatherum paniceum	4105523	LC
4135589	Rytidosperma vestitum (Pilg.) Connor & Edgar	4135589	Rytidosperma vestitum (Pilg.) Connor & Edgar	8	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Liliopsida	196	Poales	1369	Poaceae	3073	Rytidosperma	2706170	Rytidosperma vestitum	4135589	NE
4168084	Rhododendron basirotundatum J.J.Sm.	4172939	Rhododendron javanicum subsp. teysmannii (Miq.) Argent	2	SPECIES	SYNONYM	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Ericales	1353	Ericaceae	2505	Rhododendron	2883026	Rhododendron javanicum	7328657	NE
4182444	Litsea monopetala (Roxb. ex Baker) Pers.	4182444	Litsea monopetala (Roxb. ex Baker) Pers.	30	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Laurales	407	Lauraceae	6688	Litsea	3033976	Litsea monopetala	4182444	LC
4182455	Cryptocarya palembanica Miq.	4175754	Beilschmiedia palembanica (Miq.) Kosterm.	1	SPECIES	SYNONYM	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Laurales	407	Lauraceae	6688	Beilschmiedia	3034072	Beilschmiedia palembanica	4175754	LC
4183120	Tetranthera monopetala Roxb.	4182444	Litsea monopetala (Roxb. ex Baker) Pers.	3	SPECIES	SYNONYM	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Laurales	407	Lauraceae	6688	Litsea	3033976	Litsea monopetala	4182444	LC
4256528	Asplenium epiphyticum Copel.	8412931	Asplenium callipteris Fée	5	SPECIES	SYNONYM	Plantae	6	Tracheophyta	7707728	Polypodiopsida	7228684	Polypodiales	392	Aspleniaceae	6625	Asplenium	2650583	Asplenium callipteris	8412931	NE
4269359	Micrasterias pinnatifida var. pseudoscitans Groenblad	4269359	Micrasterias pinnatifida var. pseudoscitans Groenblad	1	VARIETY	ACCEPTED	Plantae	6	Charophyta	7819616	Conjugatophyceae	9748626	Desmidiales	12255478			Micrasterias	2647497	Micrasterias pinnatifida	2647562	
4933582	Erechtites hieraciifolius var. cacalioides (Fisch. ex Spreng.) Less. ex Griseb.	4933582	Erechtites hieraciifolius var. cacalioides (Fisch. ex Spreng.) Less. ex Griseb.	2	VARIETY	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Asterales	414	Asteraceae	3065	Erechtites	3132453	Erechtites hieraciifolius	3132457	
4938654	Pseuderanthemum carruthersii var. atropurpureum (W.Bull) Fosberg	12194158	Pseuderanthemum maculatum var. atropurpureum (W.Bull)	1	VARIETY	SYNONYM	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Lamiales	408	Acanthaceae	2393	Pseuderanthemum	3173132	Pseuderanthemum maculatum	9450473	
5294053	Calamus radulosus Becc.	5294053	Calamus radulosus Becc.	2	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Liliopsida	196	Arecales	552	Arecaceae	7681	Calamus	8494406	Calamus radulosus	5294053	NE
5307008	Crepidium tjiwideiense (J.J.Sm.) Szlach.	5307008	Crepidium tjiwideiense (J.J.Sm.) Szlach.	1	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Liliopsida	196	Asparagales	1169	Orchidaceae	7689	Crepidium	2788185	Crepidium tjiwideiense	5307008	NE
5313053	Arachnis ×maingayi (Hook.f.) Schltr.	5313053	Arachnis ×maingayi (Hook.f.) Schltr.	2	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Liliopsida	196	Asparagales	1169	Orchidaceae	7689	Arachnis	2811304	Arachnis maingayi	5313053	NE
5334105	Planchonella myrsinodendron (F.Muell.) Swenson, Bartish & Munzinger	5334105	Planchonella myrsinodendron (F.Muell.) Swenson, Bartish & Munzinger	2	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Ericales	1353	Sapotaceae	8802	Planchonella	8033501	Planchonella myrsinodendron	5334105	NE
5338683	Wendlandia junghuhniana Miq.	5338683	Wendlandia junghuhniana Miq.	10	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Gentianales	412	Rubiaceae	8798	Wendlandia	2907690	Wendlandia junghuhniana	5338683	NE
5350964	Rhynchosia acuminatifolia Makino	5350964	Rhynchosia acuminatifolia Makino	3	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Fabales	1370	Fabaceae	5386	Rhynchosia	2947992	Rhynchosia acuminatifolia	5350964	NE
5357122	Cassia moschata Kunth	5357122	Cassia moschata Kunth	1	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Fabales	1370	Fabaceae	5386	Cassia	2963414	Cassia moschata	5357122	LC
5377985	Hancea penangensis (Müll.Arg.) S.E.C.Sierra, Kulju & Welzen	5377985	Hancea penangensis (Müll.Arg.) S.E.C.Sierra, Kulju & Welzen	45	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Malpighiales	1414	Euphorbiaceae	4691	Hancea	3055222	Hancea penangensis	5377985	LC
5383420	Aporosa symplocoides (Hook.f.) Gage	5383420	Aporosa symplocoides (Hook.f.) Gage	22	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Malpighiales	1414	Phyllanthaceae	8807	Aporosa	3075057	Aporosa symplocoides	5383420	NE
5408844	Lobelia nicotianifolia Roth ex Schult.	5408844	Lobelia nicotianifolia Roth ex Schult.	2	SPECIES	DOUBTFUL	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Asterales	414	Campanulaceae	8801	Lobelia	2756426	Lobelia nicotianifolia	5408844	NE
5557340	Ardisia tuberculata Wall.	5557340	Ardisia tuberculata Wall.	1	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Ericales	1353	Primulaceae	6674	Ardisia	3169458	Ardisia tuberculata	5557340	NE
5569844	Ficus pedunculosa Miq.	5569844	Ficus pedunculosa Miq.	19	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Rosales	691	Moraceae	6640	Ficus	2984588	Ficus pedunculosa	5569844	NE
5571306	Ficus borneensis Kochummen	5571306	Ficus borneensis Kochummen	1	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Rosales	691	Moraceae	6640	Ficus	2984588	Ficus borneensis	5571306	NE
5571852	Ficus pungens Reinw. ex Blume	5571852	Ficus pungens Reinw. ex Blume	51	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Rosales	691	Moraceae	6640	Ficus	2984588	Ficus pungens	5571852	NE
5589653	Cyrtandra pallida Elmer	5589653	Cyrtandra pallida Elmer	1	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Lamiales	408	Gesneriaceae	6654	Cyrtandra	3172659	Cyrtandra pallida	5589653	NE
5601224	Diplectria beccariana (Cogn.) Kuntze	3870758	Dalenia beccariana (Cogn.) Ridl. ex M.P.Nayar	1	SPECIES	SYNONYM	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Myrtales	690	Melastomataceae	6683	Dalenia	7273230	Dalenia beccariana	3870758	NE
5601302	Astronia stapfii Koord.	5601302	Astronia stapfii Koord.	8	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Myrtales	690	Melastomataceae	6683	Astronia	3231488	Astronia stapfii	5601302	NE
